Fecha,Vendedor,Sede,Rubro,Marca,Importe,Comision_x_venta,Satisfaccion_cliente,Fecha_Venta,Satisfaccion_Cliente,Prioridad_Pedido
25/06/2022,Pennie Hess,Palermo,equipos de video,Xiaomi,347974,23941,6,2026/05/15,2.0,Media
28/01/2022,Pennie Hess,Ezpeleta,TV,Toshiba,277079,19177,7,18-05-2026,2.0,Alta
17/06/2022,Ursuline Castilla,Floresta,TV,Netgear,101945,18482,5,2026/05/10,,Baja
17/06/2022,Mufi Panchin,San Martín,PC armada,Trust,399553,23580,5,12-05-2026,2.0,Media
30/01/2022,Cecil Apted,Flores,electrodomésticos,Conceptronic,423037,17322,5,2026/05/15,,Alta
29/06/2022,Timmy Ashlin,Floresta,equipos de video,Startech,385580,22520,4,18-05-2026,5.0,Baja
07/03/2022,Pennie Hess,Villa Soldati,PC armada,Engel,323698,22983,4,2026/05/10,5.0,Media
16/02/2022,Dorotea Brandolini,Villa Crespo,notebook,Digitus,266729,24739,6,12-05-2026,5.0,Alta
27/06/2022,Dallis Beefon,Chacarita,TV,Digitus,309554,17751,10,2026/05/15,1.0,Baja
15/02/2022,Mufi Panchin,Flores,equipos de video,Samsonite,195459,23017,9,18-05-2026,1.0,Media
22/01/2022,Barde Benoist,Chacarita,equipos de audio,Trust,332872,21933,8,2026/05/10,4.0,Alta
10/04/2022,Dorotea Brandolini,San Martín,notebook,Samsung,131112,20832,9,12-05-2026,3.0,Baja
18/06/2022,Juliet Glynne,Boedo,TV,Netgear,439358,18903,4,2026/05/15,3.0,Media
25/01/2022,Pennie Hess,San Nicolás,PC armada,Samsonite,393977,22373,10,18-05-2026,4.0,Alta
24/04/2022,Angelita Lambkin,Ezpeleta,equipos de video,Corsair,124445,16674,4,2026/05/10,3.0,Baja
01/02/2022,Juliet Glynne,Boedo,electrodomésticos,Vodafone,218039,17656,7,12-05-2026,1.0,Media
22/04/2022,Christel Zambonini,Floresta,equipos de audio,Huawei,209300,22421,8,2026/05/15,3.0,Alta
02/06/2022,Dorotea Brandolini,San Nicolás,notebook,Synology,416428,19746,7,18-05-2026,4.0,Baja
25/03/2022,Arvin Bernhardi,Ezpeleta,electrodomésticos,Wacom,110019,23452,6,2026/05/10,2.0,Media
30/03/2022,Angelita Lambkin,Villa Soldati,TV,LG,255664,21731,8,12-05-2026,5.0,Alta
21/05/2022,Angelita Lambkin,Paternal,equipos de audio,Samsung,232459,20345,7,2026/05/15,3.0,Baja
22/03/2022,Humfried Woodberry,Floresta,TV,Access,422450,18355,7,18-05-2026,1.0,Media
18/05/2022,Christel Zambonini,San Nicolás,PC armada,Digitus,354589,24603,4,2026/05/10,,Alta
03/05/2022,Dallis Beefon,Recoleta,notebook,LG,329912,20839,3,12-05-2026,3.0,Baja
25/01/2022,Em Edmonson,Recoleta,equipos de audio,Nord,314048,24588,4,2026/05/15,2.0,Media
16/05/2022,Em Edmonson,Ezpeleta,equipos de video,Samsonite,231749,19088,6,18-05-2026,,Alta
24/04/2022,Cecil Apted,Paternal,PC armada,Nord,260745,22800,9,2026/05/10,1.0,Baja
23/05/2022,Arvin Bernhardi,Ezeiza,electrodomésticos,Ubiquity,422833,17591,4,12-05-2026,2.0,Media
19/01/2022,Angelita Lambkin,Ezeiza,notebook,Netgear,427435,23007,9,2026/05/15,3.0,Alta
11/05/2022,Christel Zambonini,San Nicolás,electrodomésticos,Kensington,201811,23328,4,18-05-2026,2.0,Baja
08/04/2022,Arvin Bernhardi,Villa Crespo,electrodomésticos,Ubiquity,267813,22767,7,2026/05/10,,Media
17/01/2022,Arvin Bernhardi,Flores,TV,Kensington,138116,22947,5,12-05-2026,5.0,Alta
11/01/2022,Cecil Apted,Ezpeleta,equipos de audio,Samsonite,281984,19247,3,2026/05/15,4.0,Baja
28/01/2022,Cecil Apted,Chacarita,notebook,Engel,361388,24664,7,18-05-2026,4.0,Media
18/02/2022,Em Edmonson,Villa Bosch,PC armada,Startech,120681,22901,10,2026/05/10,5.0,Alta
06/02/2022,Cecil Apted,Recoleta,TV,Netgear,130776,23120,7,12-05-2026,3.0,Baja
11/01/2022,Dorotea Brandolini,San Martín,equipos de audio,Xiaomi,290363,18400,5,2026/05/15,3.0,Media
24/02/2022,Juliet Glynne,Paternal,TV,Ubiquity,452318,20818,3,18-05-2026,1.0,Alta
06/03/2022,Cecil Apted,Paternal,electrodomésticos,Ubiquity,406979,19966,9,2026/05/10,4.0,Baja
22/05/2022,Arvin Bernhardi,Palermo,notebook,Toshiba,231271,21559,3,12-05-2026,5.0,Media
01/04/2022,Cecil Apted,Recoleta,electrodomésticos,Samsonite,306913,22978,9,2026/05/15,3.0,Alta
06/04/2022,Mufi Panchin,Villa Crespo,equipos de audio,Toshiba,115722,20395,3,18-05-2026,5.0,Baja
25/05/2022,Dorotea Brandolini,Flores,equipos de audio,Huawei,231242,21192,5,2026/05/10,4.0,Media
16/02/2022,Pennie Hess,Villa Soldati,TV,Access,262547,24482,7,12-05-2026,2.0,Alta
13/06/2022,Juliet Glynne,Ezpeleta,equipos de video,Kensington,367216,21924,7,2026/05/15,3.0,Baja
12/04/2022,Christel Zambonini,Flores,equipos de video,Vodafone,297416,21481,9,18-05-2026,3.0,Media
14/04/2022,Dorotea Brandolini,Recoleta,equipos de video,Trust,148568,22278,4,2026/05/10,3.0,Alta
18/02/2022,Dallis Beefon,Villa Bosch,equipos de video,Samsung,242227,24291,10,12-05-2026,3.0,Baja
20/01/2022,Arvin Bernhardi,Villa Crespo,electrodomésticos,Corsair,443216,16557,10,2026/05/15,,Media
04/02/2022,Dorotea Brandolini,Avellaneda,TV,Startech,367027,19214,6,18-05-2026,4.0,Alta
14/01/2022,Constantine Creeber,Paternal,equipos de audio,Wacom,355614,24896,9,2026/05/10,3.0,Baja
25/03/2022,Em Edmonson,Recoleta,equipos de audio,Kensington,347725,19858,9,12-05-2026,5.0,Media
24/05/2022,Humfried Woodberry,Ezpeleta,equipos de audio,Synology,214710,19658,8,2026/05/15,1.0,Alta
07/04/2022,Em Edmonson,Floresta,equipos de audio,Vodafone,205409,21795,8,18-05-2026,2.0,Baja
12/01/2022,Ursuline Castilla,Ezpeleta,equipos de video,Conceptronic,244751,16642,9,2026/05/10,1.0,Media
14/03/2022,Dorotea Brandolini,San Martín,TV,Corsair,171103,19317,8,12-05-2026,3.0,Alta
06/03/2022,Cecil Apted,Villa Soldati,electrodomésticos,Conceptronic,284258,16784,6,2026/05/15,5.0,Baja
09/01/2022,Mufi Panchin,Recoleta,equipos de audio,Ubiquity,166324,24878,6,18-05-2026,,Media
13/05/2022,Cecil Apted,Floresta,notebook,Belkin,354204,18487,8,2026/05/10,4.0,Alta
28/06/2022,Arvin Bernhardi,Villa Bosch,notebook,Huawei,263415,19682,5,12-05-2026,3.0,Baja
25/03/2022,Constantine Creeber,San Nicolás,electrodomésticos,Nord,448822,23952,9,2026/05/15,3.0,Media
07/02/2022,Christel Zambonini,Avellaneda,equipos de video,Wacom,367433,20402,3,18-05-2026,4.0,Alta
02/02/2022,Dorotea Brandolini,Avellaneda,notebook,Digitus,142735,23128,10,2026/05/10,1.0,Baja
15/04/2022,Cecil Apted,San Martín,equipos de audio,Vodafone,121832,19780,5,12-05-2026,4.0,Media
21/04/2022,Cecil Apted,Palermo,equipos de audio,Conceptronic,226378,17513,8,2026/05/15,4.0,Alta
28/01/2022,Dorotea Brandolini,Villa Crespo,notebook,LG,110740,23559,4,18-05-2026,2.0,Baja
16/06/2022,Dallis Beefon,San Nicolás,equipos de audio,Millenium,182585,19852,5,2026/05/10,2.0,Media
05/05/2022,Juliet Glynne,Ezpeleta,TV,Corsair,296208,24380,9,12-05-2026,1.0,Alta
19/02/2022,Em Edmonson,Chacarita,TV,Nord,155350,21438,9,2026/05/15,4.0,Baja
16/04/2022,Timmy Ashlin,Villa Crespo,notebook,Xiaomi,440956,20879,10,18-05-2026,5.0,Media
10/03/2022,Barde Benoist,Paternal,PC armada,Conceptronic,127212,18289,7,2026/05/10,3.0,Alta
06/01/2022,Constantine Creeber,Villa Crespo,equipos de audio,Millenium,329937,21611,7,12-05-2026,3.0,Baja
30/05/2022,Mufi Panchin,Villa Crespo,equipos de video,Xiaomi,136110,23083,3,2026/05/15,3.0,Media
14/05/2022,Ursuline Castilla,Avellaneda,equipos de video,Toshiba,381106,19867,5,18-05-2026,4.0,Alta
16/03/2022,Angelita Lambkin,Boedo,electrodomésticos,Ubiquity,159688,22433,8,2026/05/10,1.0,Baja
14/03/2022,Pennie Hess,Chacarita,equipos de video,Conceptronic,250305,19146,4,12-05-2026,2.0,Media
05/04/2022,Pennie Hess,Palermo,notebook,Synology,170899,20779,8,2026/05/15,,Alta
18/01/2022,Pennie Hess,Ezeiza,TV,Huawei,328911,21565,4,18-05-2026,4.0,Baja
30/03/2022,Timmy Ashlin,Paternal,equipos de audio,Startech,173420,22436,8,2026/05/10,1.0,Media
13/01/2022,Arvin Bernhardi,San Nicolás,TV,Corsair,246520,16875,5,12-05-2026,4.0,Alta
18/02/2022,Christel Zambonini,Villa Crespo,equipos de video,Synology,267791,25381,8,2026/05/15,3.0,Baja
26/04/2022,Ursuline Castilla,Paternal,electrodomésticos,Millenium,457527,20772,7,18-05-2026,2.0,Media
20/06/2022,Angelita Lambkin,Ezeiza,notebook,Synology,266617,21935,6,2026/05/10,3.0,Alta
06/06/2022,Pennie Hess,Chacarita,electrodomésticos,Samsonite,212825,20227,6,12-05-2026,2.0,Baja
14/01/2022,Angelita Lambkin,Floresta,electrodomésticos,Nord,209150,17333,8,2026/05/15,5.0,Media
01/01/2022,Juliet Glynne,Flores,equipos de video,Ubiquity,191673,22796,8,18-05-2026,5.0,Alta
22/02/2022,Humfried Woodberry,San Martín,electrodomésticos,Samsonite,399766,23502,5,2026/05/10,1.0,Baja
05/04/2022,Constantine Creeber,Paternal,notebook,Conceptronic,223647,25278,10,12-05-2026,,Media
10/05/2022,Em Edmonson,Flores,equipos de video,Wacom,345579,20226,7,2026/05/15,,Alta
29/04/2022,Arvin Bernhardi,Palermo,notebook,Vodafone,193089,19022,9,18-05-2026,4.0,Baja
19/04/2022,Timmy Ashlin,Villa Bosch,electrodomésticos,LG,451886,24621,3,2026/05/10,5.0,Media
22/01/2022,Em Edmonson,Chacarita,electrodomésticos,Trust,302296,22108,10,12-05-2026,1.0,Alta
19/01/2022,Arvin Bernhardi,Ezpeleta,equipos de video,Samsonite,381787,21285,6,2026/05/15,,Baja
16/05/2022,Constantine Creeber,San Martín,TV,Belkin,340603,16850,7,18-05-2026,2.0,Media
01/03/2022,Constantine Creeber,Ezpeleta,equipos de audio,Kensington,281461,23629,4,2026/05/10,3.0,Alta
30/05/2022,Dorotea Brandolini,Palermo,equipos de audio,Toshiba,426893,23970,5,12-05-2026,2.0,Baja
27/04/2022,Barde Benoist,Villa Crespo,notebook,Digitus,286793,21616,9,2026/05/15,4.0,Media
18/04/2022,Ursuline Castilla,Ezeiza,notebook,Netgear,178066,19849,5,18-05-2026,3.0,Alta
08/01/2022,Em Edmonson,San Nicolás,notebook,Samsonite,105611,19781,8,2026/05/10,2.0,Baja
06/03/2022,Dorotea Brandolini,Ezpeleta,PC armada,Access,454783,21810,4,12-05-2026,1.0,Media
10/05/2022,Angelita Lambkin,Recoleta,TV,Access,275807,22004,10,2026/05/15,5.0,Alta
22/03/2022,Arvin Bernhardi,Paternal,equipos de audio,Nord,252575,16546,3,18-05-2026,2.0,Baja
08/04/2022,Dorotea Brandolini,Villa Bosch,TV,Corsair,275078,21523,10,2026/05/10,3.0,Media
22/05/2022,Mufi Panchin,San Martín,notebook,Samsonite,360765,19918,10,12-05-2026,5.0,Alta
07/02/2022,Juliet Glynne,San Nicolás,TV,Engel,119898,20393,8,2026/05/15,4.0,Baja
06/02/2022,Arvin Bernhardi,Boedo,PC armada,Belkin,319485,16721,5,18-05-2026,3.0,Media
09/01/2022,Dallis Beefon,Ezpeleta,equipos de video,Wacom,442483,24456,4,2026/05/10,3.0,Alta
28/04/2022,Cecil Apted,Villa Soldati,notebook,Huawei,410477,24282,3,12-05-2026,1.0,Baja
11/05/2022,Cecil Apted,San Martín,TV,Netgear,333579,20494,10,2026/05/15,4.0,Media
08/04/2022,Barde Benoist,Paternal,equipos de audio,Access,321400,17683,3,18-05-2026,4.0,Alta
15/02/2022,Dallis Beefon,Paternal,equipos de video,Digitus,165898,24788,5,2026/05/10,5.0,Baja
15/01/2022,Pennie Hess,Recoleta,notebook,Wacom,314693,22821,9,12-05-2026,5.0,Media
12/03/2022,Arvin Bernhardi,Villa Bosch,notebook,Wacom,263325,20212,7,2026/05/15,5.0,Alta
05/03/2022,Mufi Panchin,Ezpeleta,equipos de audio,Xiaomi,415958,20389,6,18-05-2026,2.0,Baja
09/06/2022,Dallis Beefon,San Martín,equipos de video,Netgear,290408,16749,5,2026/05/10,,Media
11/01/2022,Mufi Panchin,Boedo,TV,Access,378104,23105,10,12-05-2026,4.0,Alta
27/05/2022,Dallis Beefon,Villa Bosch,TV,Toshiba,452890,19127,10,2026/05/15,2.0,Baja
05/01/2022,Mufi Panchin,San Nicolás,PC armada,LG,220560,19190,4,18-05-2026,5.0,Media
22/03/2022,Arvin Bernhardi,San Martín,notebook,Trust,408809,18247,8,2026/05/10,2.0,Alta
16/04/2022,Ursuline Castilla,Flores,TV,Netgear,218460,17513,4,12-05-2026,,Baja
12/06/2022,Barde Benoist,Avellaneda,notebook,Engel,137539,19842,9,2026/05/15,4.0,Media
18/04/2022,Juliet Glynne,Boedo,equipos de video,Nord,216274,18105,9,18-05-2026,3.0,Alta
20/01/2022,Humfried Woodberry,Ezpeleta,PC armada,Access,146435,17103,9,2026/05/10,1.0,Baja
12/06/2022,Juliet Glynne,San Martín,notebook,Samsonite,312460,23521,7,12-05-2026,4.0,Media
04/03/2022,Christel Zambonini,Palermo,electrodomésticos,Access,360713,25336,8,2026/05/15,,Alta
06/03/2022,Em Edmonson,San Nicolás,equipos de video,Huawei,432678,19419,10,18-05-2026,5.0,Baja
05/04/2022,Angelita Lambkin,Villa Crespo,electrodomésticos,Millenium,442002,18127,7,2026/05/10,1.0,Media
01/03/2022,Timmy Ashlin,Ezeiza,TV,Nord,306572,22013,10,12-05-2026,,Alta
14/05/2022,Christel Zambonini,Villa Soldati,PC armada,Trust,337531,22604,5,2026/05/15,,Baja
15/02/2022,Mufi Panchin,Paternal,TV,Toshiba,133525,20270,7,18-05-2026,3.0,Media
17/03/2022,Mufi Panchin,Villa Soldati,PC armada,Millenium,283150,24803,10,2026/05/10,4.0,Alta
15/03/2022,Em Edmonson,Recoleta,notebook,Digitus,225154,20073,4,12-05-2026,3.0,Baja
06/01/2022,Dallis Beefon,San Nicolás,PC armada,Vodafone,253490,23818,3,2026/05/15,,Media
15/06/2022,Angelita Lambkin,Recoleta,PC armada,Wacom,223474,16845,10,18-05-2026,1.0,Alta
26/01/2022,Arvin Bernhardi,Villa Soldati,electrodomésticos,Engel,344551,20715,5,2026/05/10,5.0,Baja
23/05/2022,Constantine Creeber,Avellaneda,PC armada,Nord,409623,23688,3,12-05-2026,5.0,Media
20/06/2022,Em Edmonson,Palermo,equipos de audio,Samsonite,442837,21096,5,2026/05/15,3.0,Alta
17/06/2022,Dallis Beefon,Flores,notebook,Access,238391,21914,5,18-05-2026,3.0,Baja
24/01/2022,Angelita Lambkin,Villa Soldati,electrodomésticos,Belkin,99569,24215,10,2026/05/10,4.0,Media
17/01/2022,Humfried Woodberry,Avellaneda,PC armada,Ubiquity,319068,21482,9,12-05-2026,1.0,Alta
31/03/2022,Timmy Ashlin,Paternal,TV,Trust,440522,20549,4,2026/05/15,1.0,Baja
23/06/2022,Dallis Beefon,San Martín,electrodomésticos,LG,127725,21544,7,18-05-2026,1.0,Media
22/01/2022,Barde Benoist,Ezpeleta,notebook,Engel,315023,24783,4,2026/05/10,4.0,Alta
19/05/2022,Arvin Bernhardi,San Martín,equipos de audio,Vodafone,137710,16890,6,12-05-2026,,Baja
05/01/2022,Mufi Panchin,Floresta,notebook,Access,298940,24275,6,2026/05/15,,Media
26/06/2022,Christel Zambonini,Avellaneda,notebook,Kensington,132666,21956,10,18-05-2026,5.0,Alta
13/03/2022,Cecil Apted,Floresta,TV,Vodafone,119867,17300,10,2026/05/10,,Baja
23/02/2022,Dorotea Brandolini,Villa Bosch,notebook,Access,167140,20817,9,12-05-2026,5.0,Media
11/02/2022,Cecil Apted,Villa Soldati,equipos de audio,Samsonite,379700,18946,7,2026/05/15,3.0,Alta
23/04/2022,Barde Benoist,Avellaneda,TV,Huawei,153517,21762,6,18-05-2026,4.0,Baja
23/06/2022,Angelita Lambkin,Floresta,PC armada,Netgear,228031,21486,7,2026/05/10,3.0,Media
11/06/2022,Timmy Ashlin,Villa Soldati,PC armada,Vodafone,416230,23807,4,12-05-2026,5.0,Alta
13/02/2022,Mufi Panchin,Floresta,notebook,Samsung,236309,23013,3,2026/05/15,4.0,Baja
25/03/2022,Angelita Lambkin,Floresta,notebook,Xiaomi,129418,22146,8,18-05-2026,3.0,Media
04/02/2022,Dorotea Brandolini,Paternal,equipos de audio,Trust,167671,17148,8,2026/05/10,2.0,Alta
16/03/2022,Pennie Hess,Palermo,PC armada,Huawei,390646,19877,10,12-05-2026,5.0,Baja
13/02/2022,Angelita Lambkin,Chacarita,electrodomésticos,Huawei,143811,24761,4,2026/05/15,4.0,Media
25/01/2022,Humfried Woodberry,Recoleta,TV,Engel,233793,20081,4,18-05-2026,3.0,Alta
25/01/2022,Christel Zambonini,San Martín,equipos de audio,Huawei,378854,23518,7,2026/05/10,5.0,Baja
03/01/2022,Arvin Bernhardi,Ezeiza,equipos de video,Vodafone,150515,24735,6,12-05-2026,4.0,Media
23/03/2022,Timmy Ashlin,Recoleta,PC armada,LG,377996,20217,7,2026/05/15,1.0,Alta
11/02/2022,Angelita Lambkin,Paternal,TV,Kensington,381899,21712,8,18-05-2026,4.0,Baja
13/01/2022,Cecil Apted,Paternal,electrodomésticos,LG,369628,25412,6,2026/05/10,4.0,Media
09/01/2022,Dorotea Brandolini,Avellaneda,notebook,Conceptronic,409494,19389,6,12-05-2026,3.0,Alta
12/01/2022,Pennie Hess,San Nicolás,equipos de audio,Samsung,291825,17387,3,2026/05/15,4.0,Baja
03/02/2022,Dorotea Brandolini,Flores,PC armada,Corsair,146882,24142,7,18-05-2026,3.0,Media
05/01/2022,Arvin Bernhardi,Flores,TV,Ubiquity,202429,19186,7,2026/05/10,1.0,Alta
24/02/2022,Dallis Beefon,Villa Soldati,equipos de audio,Toshiba,368971,16561,4,12-05-2026,1.0,Baja
27/01/2022,Dallis Beefon,Boedo,electrodomésticos,Wacom,324383,17835,10,2026/05/15,1.0,Media
02/06/2022,Mufi Panchin,Villa Soldati,notebook,Toshiba,229185,18466,10,18-05-2026,4.0,Alta
06/04/2022,Dorotea Brandolini,Villa Soldati,electrodomésticos,Corsair,231468,22197,6,2026/05/10,1.0,Baja
19/03/2022,Ursuline Castilla,Avellaneda,TV,Samsung,152445,19382,3,12-05-2026,3.0,Media
20/04/2022,Arvin Bernhardi,San Martín,electrodomésticos,Digitus,261757,17505,5,2026/05/15,2.0,Alta
27/01/2022,Timmy Ashlin,Villa Soldati,TV,LG,130933,17908,4,18-05-2026,,Baja
22/02/2022,Constantine Creeber,Villa Bosch,electrodomésticos,Vodafone,312194,16935,9,2026/05/10,5.0,Media
06/03/2022,Timmy Ashlin,Floresta,electrodomésticos,Samsung,344391,24103,7,12-05-2026,,Alta
20/01/2022,Barde Benoist,Palermo,PC armada,Wacom,177375,22044,9,2026/05/15,5.0,Baja
05/05/2022,Em Edmonson,Flores,PC armada,Huawei,204010,19366,3,18-05-2026,4.0,Media
18/03/2022,Dallis Beefon,Villa Bosch,PC armada,LG,295488,18961,5,2026/05/10,5.0,Alta
14/03/2022,Christel Zambonini,Boedo,notebook,Synology,368255,20783,6,12-05-2026,2.0,Baja
08/04/2022,Mufi Panchin,Floresta,PC armada,Conceptronic,407560,18442,7,2026/05/15,3.0,Media
05/01/2022,Humfried Woodberry,Flores,TV,Belkin,112537,22146,8,18-05-2026,3.0,Alta
04/01/2022,Pennie Hess,San Nicolás,equipos de audio,Ubiquity,417108,22656,7,2026/05/10,3.0,Baja
29/05/2022,Dallis Beefon,Chacarita,notebook,Vodafone,225388,18670,6,12-05-2026,1.0,Media
19/02/2022,Timmy Ashlin,San Martín,notebook,Huawei,310219,20539,5,2026/05/15,2.0,Alta
24/04/2022,Arvin Bernhardi,Chacarita,notebook,Startech,194051,25134,3,18-05-2026,1.0,Baja
10/06/2022,Timmy Ashlin,San Nicolás,equipos de video,Conceptronic,175175,18380,6,2026/05/10,5.0,Media
10/01/2022,Dallis Beefon,Villa Crespo,notebook,Synology,101036,25402,5,12-05-2026,4.0,Alta
31/05/2022,Timmy Ashlin,San Nicolás,PC armada,Vodafone,316133,21437,4,2026/05/15,4.0,Baja
29/01/2022,Arvin Bernhardi,San Martín,electrodomésticos,Vodafone,117825,25289,10,18-05-2026,4.0,Media
30/05/2022,Barde Benoist,Floresta,PC armada,LG,412923,20187,5,2026/05/10,1.0,Alta
14/02/2022,Cecil Apted,Ezpeleta,notebook,Millenium,443310,24458,3,12-05-2026,1.0,Baja
12/01/2022,Humfried Woodberry,Recoleta,PC armada,Trust,256302,25382,4,2026/05/15,3.0,Media
28/05/2022,Mufi Panchin,Palermo,equipos de audio,Samsung,292279,18697,4,18-05-2026,3.0,Alta
19/06/2022,Timmy Ashlin,San Nicolás,equipos de audio,LG,173111,20662,5,2026/05/10,3.0,Baja
03/04/2022,Juliet Glynne,Chacarita,electrodomésticos,Startech,110809,16653,10,12-05-2026,5.0,Media
17/05/2022,Cecil Apted,San Martín,equipos de video,Samsung,134946,20037,6,2026/05/15,5.0,Alta
23/05/2022,Em Edmonson,San Nicolás,notebook,Conceptronic,319103,23892,7,18-05-2026,5.0,Baja
07/04/2022,Dallis Beefon,Villa Crespo,equipos de video,Netgear,336593,22237,9,2026/05/10,5.0,Media
23/03/2022,Em Edmonson,San Nicolás,equipos de video,Samsonite,384204,17989,3,12-05-2026,,Alta
10/04/2022,Christel Zambonini,Ezpeleta,electrodomésticos,Wacom,197942,20388,6,2026/05/15,2.0,Baja
16/05/2022,Christel Zambonini,Villa Soldati,TV,Vodafone,259356,23099,6,18-05-2026,2.0,Media
14/02/2022,Constantine Creeber,Villa Bosch,TV,Samsonite,137435,18811,5,2026/05/10,5.0,Alta
28/03/2022,Timmy Ashlin,Villa Bosch,notebook,Huawei,360866,19483,4,12-05-2026,4.0,Baja
12/05/2022,Dorotea Brandolini,Villa Bosch,PC armada,Xiaomi,457906,23385,6,2026/05/15,2.0,Media
06/04/2022,Angelita Lambkin,Chacarita,equipos de video,Startech,259330,18999,3,18-05-2026,5.0,Alta
29/03/2022,Humfried Woodberry,San Martín,PC armada,Nord,206255,18452,7,2026/05/10,5.0,Baja
17/03/2022,Angelita Lambkin,Villa Bosch,electrodomésticos,Nord,405359,17253,8,12-05-2026,4.0,Media
13/05/2022,Timmy Ashlin,Recoleta,equipos de video,Conceptronic,277604,19609,9,2026/05/15,,Alta
31/03/2022,Pennie Hess,Flores,PC armada,Synology,107315,22149,6,18-05-2026,2.0,Baja
09/01/2022,Timmy Ashlin,Boedo,TV,Toshiba,255680,20176,9,2026/05/10,3.0,Media
08/01/2022,Cecil Apted,Floresta,electrodomésticos,Wacom,286960,22317,7,12-05-2026,5.0,Alta
13/01/2022,Em Edmonson,San Nicolás,electrodomésticos,Xiaomi,247267,18718,7,2026/05/15,4.0,Baja
07/03/2022,Barde Benoist,San Martín,equipos de audio,Access,122900,23662,3,18-05-2026,4.0,Media
21/06/2022,Juliet Glynne,Villa Bosch,equipos de video,Corsair,365355,21457,5,2026/05/10,4.0,Alta
22/04/2022,Em Edmonson,Villa Crespo,TV,Belkin,363336,16825,10,12-05-2026,4.0,Baja
13/04/2022,Angelita Lambkin,Flores,equipos de audio,Synology,443529,22753,10,2026/05/15,4.0,Media
12/05/2022,Dallis Beefon,Villa Crespo,notebook,Conceptronic,222947,20304,5,18-05-2026,,Alta
02/04/2022,Ursuline Castilla,San Nicolás,equipos de video,Digitus,255285,16901,6,2026/05/10,3.0,Baja
26/03/2022,Ursuline Castilla,Villa Crespo,electrodomésticos,Huawei,345799,24776,10,12-05-2026,,Media
15/01/2022,Cecil Apted,Recoleta,PC armada,Xiaomi,108603,22937,7,2026/05/15,,Alta
14/03/2022,Constantine Creeber,Palermo,electrodomésticos,Wacom,214587,17464,7,18-05-2026,2.0,Baja
22/06/2022,Pennie Hess,Recoleta,equipos de video,Access,320296,18418,3,2026/05/10,5.0,Media
25/05/2022,Mufi Panchin,Boedo,equipos de audio,Ubiquity,232783,19886,6,12-05-2026,3.0,Alta
28/04/2022,Pennie Hess,Villa Crespo,TV,Huawei,295987,17437,10,2026/05/15,2.0,Baja
26/05/2022,Mufi Panchin,Villa Bosch,notebook,Trust,177052,17939,9,18-05-2026,4.0,Media
17/01/2022,Juliet Glynne,Flores,equipos de video,Netgear,101097,23527,7,2026/05/10,5.0,Alta
15/01/2022,Arvin Bernhardi,Palermo,equipos de audio,Xiaomi,366011,19748,8,12-05-2026,4.0,Baja
07/05/2022,Cecil Apted,Villa Bosch,equipos de video,Xiaomi,372660,22965,5,2026/05/15,1.0,Media
05/06/2022,Christel Zambonini,Ezeiza,TV,LG,232428,20348,5,18-05-2026,3.0,Alta
19/03/2022,Humfried Woodberry,Avellaneda,TV,LG,403018,16730,8,2026/05/10,1.0,Baja
06/06/2022,Barde Benoist,San Nicolás,TV,Kensington,106126,19734,8,12-05-2026,3.0,Media
13/04/2022,Dorotea Brandolini,San Nicolás,PC armada,Nord,191291,20314,6,2026/05/15,3.0,Alta
24/05/2022,Dallis Beefon,Chacarita,TV,LG,333655,18247,9,18-05-2026,3.0,Baja
05/04/2022,Ursuline Castilla,Villa Bosch,equipos de audio,Engel,291647,23506,5,2026/05/10,3.0,Media
13/03/2022,Mufi Panchin,Villa Soldati,equipos de audio,Wacom,189213,21444,10,12-05-2026,2.0,Alta
08/05/2022,Timmy Ashlin,Ezeiza,PC armada,Xiaomi,302005,22099,5,2026/05/15,,Baja
04/06/2022,Dallis Beefon,Paternal,PC armada,Xiaomi,337268,24567,7,18-05-2026,4.0,Media
12/01/2022,Dallis Beefon,Avellaneda,electrodomésticos,Startech,382629,18625,8,2026/05/10,4.0,Alta
26/02/2022,Arvin Bernhardi,Villa Crespo,electrodomésticos,Netgear,170490,16871,9,12-05-2026,5.0,Baja
14/05/2022,Dallis Beefon,Villa Bosch,equipos de video,Conceptronic,429955,22991,6,2026/05/15,3.0,Media
19/06/2022,Arvin Bernhardi,Boedo,equipos de video,Huawei,238262,18686,4,18-05-2026,5.0,Alta
13/01/2022,Barde Benoist,Ezeiza,equipos de audio,Startech,355701,22815,6,2026/05/10,4.0,Baja
06/05/2022,Cecil Apted,Villa Soldati,PC armada,Digitus,226876,22456,4,12-05-2026,2.0,Media
25/01/2022,Christel Zambonini,Avellaneda,equipos de video,Conceptronic,124282,20715,6,2026/05/15,1.0,Alta
10/06/2022,Em Edmonson,Floresta,notebook,Belkin,161185,21239,5,18-05-2026,1.0,Baja
24/02/2022,Cecil Apted,Villa Bosch,notebook,Digitus,151829,19609,10,2026/05/10,5.0,Media
17/03/2022,Humfried Woodberry,Avellaneda,electrodomésticos,Conceptronic,293331,19525,8,12-05-2026,4.0,Alta
17/03/2022,Christel Zambonini,Avellaneda,equipos de video,Digitus,280253,17872,8,2026/05/15,3.0,Baja
09/04/2022,Dorotea Brandolini,Villa Bosch,electrodomésticos,Synology,238070,21772,7,18-05-2026,3.0,Media
